MDTU,min_min,min_max,max_min,max_max
744,-5.19853,-1.63133,-0.0476889,0.564194
746,-6.21445,-1.2754,-0.00202279,0.555949
748,-6.21445,-1.2754,-0.00202279,0.555949
750,-4.56702,-1.30702,-0.0411109,0.54583
752,-5.24688,-0.996356,-0.0642775,0.69178
754,-5.24688,-0.996356,-0.0642775,0.69178
756,-4.52707,-1.45534,-0.0306319,0.56767
758,-4.52707,-1.45534,-0.0306319,0.56767
760,-4.52707,-1.45534,-0.0306319,0.56767
762,-6.32728,-1.46561,-0.00859023,0.514046
764,-6.32728,-1.46561,-0.00859023,0.514046
766,-6.35613,-1.35724,-0.0557399,0.526569
768,-6.35613,-1.35724,-0.0557399,0.526569
770,-6.35613,-1.35724,-0.0557399,0.526569
772,-6.35613,-1.35724,-0.0557399,0.526569
774,-6.35613,-1.35724,-0.0557399,0.526569
776,-6.35613,-1.35724,-0.0557399,0.526569
778,-5.6866,-1.48231,-0.0329313,0.550589
780,-5.72841,-1.20878,-0.0201404,0.56843
782,-5.22244,-1.4486,-0.0219829,0.49934
784,-4.89042,-1.19905,-0.0717571,0.496074
786,-4.78848,-1.45052,0.0116186,0.533372
788,-6.41237,-1.44733,-0.0317073,0.476775
790,-4.79824,-1.48204,-0.0160639,0.534396
792,-6.36833,-1.2993,-0.0891491,0.439597
794,-5.03433,-1.5473,-0.104824,0.525339
796,-5.14608,-1.57074,-0.00731141,0.482693
798,-5.16039,-1.35158,-0.0219465,0.550839
800,-5.49382,-1.43341,-0.127946,0.509965
802,-5.47031,-1.4438,-0.157387,0.486041
804,-5.73976,-1.544,0.0168798,0.488473
806,-5.73976,-1.544,0.0168798,0.488473
808,-5.57815,-1.41659,-0.00258587,0.550816
810,-6.17456,-1.46468,-0.004487,0.420163
812,-5.02503,-1.48162,-0.0249549,0.374201
814,-5.47654,-1.60411,-0.067108,0.393828
816,-5.47057,-1.53712,-0.0148341,0.474125
818,-5.12987,-1.64483,-0.00503063,0.464438
820,-5.12987,-1.64483,-0.00503063,0.464438
