MDTU,ssplaq,stplaq
1590,5.03128,2.85124
1592,5.03128,2.85124
1594,5.03128,2.85124
1596,5.03128,2.85124
1598,5.03128,2.85124
1600,4.95125,2.6633
1602,4.61524,2.37978
1604,4.91339,2.41459
1606,4.91339,2.41459
1608,4.87546,2.41542
1610,5.26958,2.62517
1612,4.68895,2.40477
1614,4.61318,2.45426
1616,4.39965,2.30717
1618,4.73912,2.41065
1620,4.40697,2.24692
1622,4.40697,2.24692
1624,4.68207,2.31933
1626,5.04156,2.66865
1628,5.04156,2.66865
1630,5.33487,2.77989
1632,5.20848,2.67385
1634,4.51275,2.44488
1636,5.8871,2.75035
1638,5.18938,2.7937
1640,5.1233,2.83958
1642,5.38069,2.80848
1644,5.38069,2.80848
1646,5.16383,2.77989
1648,4.98798,2.38086
1650,5.00071,2.56166
1652,5.82569,2.74158
1654,6.86969,3.04678
1656,6.53141,3.22793
1658,5.85249,3.16361
1660,5.57125,2.98743
1662,5.91638,3.00372
1664,6.03783,2.91742
1666,6.03783,2.91742
1668,6.16246,3.0774
1670,6.28982,3.22043
1672,6.28982,3.22043
1674,6.28982,3.22043
1676,6.08738,3.17653
1678,6.22982,3.24379
1680,6.185,3.19893
1682,6.185,3.19893
1684,6.185,3.19893
1686,6.16524,3.20206
1688,6.1639,3.22384
1690,5.31036,2.70626
1692,4.89929,2.70035
1694,4.41683,2.53259
1696,4.70748,2.48794
1698,4.77867,2.29074
1700,4.43166,2.41791
1702,4.17747,2.12116
1704,4.2508,2.33839
1706,4.4017,2.50327
1708,4.4017,2.50327
1710,4.57424,2.39359
1712,4.75539,2.33499
1714,4.76405,2.37605
1716,5.07968,2.36675
1718,4.92986,2.25596
1720,4.51659,2.40346
1722,5.06151,2.44946
1724,5.06151,2.44946
1726,5.04725,2.54903
1728,5.04725,2.54903
1730,4.73059,2.49134
1732,4.65223,2.6524
1734,5.4245,2.73966
1736,5.04474,2.58927
1738,4.85105,2.64272
1740,4.67187,2.48568
1742,4.559,2.39339
1744,4.65068,2.409
1746,4.88047,2.57563
1748,4.88047,2.57563
1750,4.84384,2.36243
1752,4.50104,2.33028
1754,5.11706,2.32585
1756,4.876,2.41141
1758,5.0028,2.56707
1760,4.46493,2.35673
1762,4.45403,2.4964
1764,4.77884,2.3983
1766,5.00104,2.43904
1768,4.7594,2.32655
1770,4.71221,2.18824
1772,4.71221,2.18824
1774,4.71221,2.18824
1776,4.71221,2.18824
1778,4.71221,2.18824
1780,5.11154,2.42445
1782,4.48315,2.2605
1784,4.57264,2.42269
