MDTU,plaq,Re(det),Im(det),link
1022,0.5591,0.00103683,0.00106512,1.05413
1024,0.631063,0.00189716,0.00153574,1.05014
1026,0.714478,0.00476422,0.00211985,1.04802
1028,0.714478,0.00476422,0.00211985,1.04802
1030,0.534716,0.0011783,0.00167487,0.999324
1032,0.534716,0.0011783,0.00167487,0.999324
1034,0.558319,0.000855809,0.00213337,1.02093
1036,0.590277,0.00575606,0.00423922,1.02795
1038,0.467055,0.000712443,0.000710008,1.03834
1040,0.521799,0.00280168,0.000949334,1.03363
1042,0.577788,0.00264965,0.0017497,1.04758
1044,0.570232,0.00145819,0.00185758,1.04138
1046,0.658972,0.00175488,0.00159558,1.05611
1048,0.62114,0.00156018,0.00154891,1.08583
1050,0.632717,0.00216783,0.00148278,1.04813
1052,0.486447,0.00258508,0.00315833,1.00812
1054,0.539296,0.00155853,0.00295184,1.02959
1056,0.675423,0.00112148,0.00109763,1.06204
1058,0.567543,0.00237959,0.00172707,1.02595
1060,0.555346,0.00175589,0.00349825,1.04187
1062,0.511357,0.00101349,0.00105282,1.00893
1064,0.552561,0.00310604,0.00198321,1.0194
1066,0.569229,0.00237948,0.00139081,1.07417
1068,0.569229,0.00237948,0.00139081,1.07417
1070,0.652899,0.00164357,0.00193407,1.05965
1072,0.712486,0.00187078,0.00193153,1.05843
1074,0.512504,0.00126132,0.000984851,1.06037
1076,0.512504,0.00126132,0.000984851,1.06037
1078,0.454834,0.00151504,0.0016037,1.06409
1080,0.700278,0.00174064,0.00198444,1.03131
1082,0.675792,0.00192929,0.00222313,1.00661
1084,0.544084,0.00130179,0.00125119,1.02921
1086,0.541388,0.00119225,0.00105393,1.09015
1088,0.541388,0.00119225,0.00105393,1.09015
1090,0.635843,0.00501379,0.00263319,1.03163
1092,0.70045,0.000734451,0.000845023,1.00715
1094,0.704624,0.00267804,0.00301268,1.00631
1096,0.704624,0.00267804,0.00301268,1.00631
1098,0.813463,0.00232644,0.00137574,1.04408
1100,0.647058,0.000837628,0.000721687,1.0388
1102,0.57161,0.00185879,0.00211577,1.0635
1104,0.551862,0.000934021,0.000690862,1.0841
1106,0.535887,0.0014591,0.00178146,1.05747
1108,0.535887,0.0014591,0.00178146,1.05747
1110,0.619966,0.00100203,0.00164247,1.1145
1112,0.620171,0.00312563,0.0047033,1.10199
1114,0.598599,0.00391856,0.0022041,1.07079
1116,0.631133,0.00208525,0.00186205,1.05219
1118,0.636786,0.0013643,0.00114535,1.05215
1120,0.68721,0.00169997,0.00284487,1.06381
1122,0.573571,0.00232986,0.00240336,1.0779
1124,0.547978,0.00537176,0.0157187,1.05841
1126,0.697969,0.000926966,0.00106827,1.11579
1128,0.726817,0.00195223,0.00157621,1.10854
1130,0.605877,0.00270217,0.00200154,1.07191
1132,0.623061,0.00299227,0.00255936,1.07762
1134,0.623061,0.00299227,0.00255936,1.07762
1136,0.61146,0.00199669,0.00132565,1.04578
1138,0.528038,0.000879875,0.00716577,1.051
1140,0.503009,0.00189958,0.0019538,1.12062
1142,0.780419,0.00298746,0.00357521,1.13665
1144,0.565465,0.00156585,0.00181594,1.10367
1146,0.565465,0.00156585,0.00181594,1.10367
1148,0.543086,0.00134913,0.0018208,1.09131
1150,0.627412,0.00220986,0.00242216,1.04258
